# scrub-history baseline — RESOLVED standing hits, held BY DIGEST.
#
# Format, one record per line, TAB separated:
#     <sha256-hex>	<rule-id>	<class>	<reason>
#
# The digest is the SHA-256 of the MATCHED LINE with leading and trailing
# whitespace stripped, no other normalisation, hashed with NO trailing
# newline. The key is (rule-id, digest). Blank lines and lines beginning
# with `#` are ignored.
#
# NO ENTRY MAY REPRODUCE A MARKER. The reason names the class and the site in
# prose and nothing else. History is append-only: a secret-shaped literal
# committed here would be reported by scripts/scrub-history.sh on every
# future run, permanently, and could not be removed without a gc — the
# allowlist would manufacture the very population it exists to resolve.
# scripts/scrub-history.sh refuses to load a baseline that matches one of its
# own rules, so this is asserted rather than promised.
#
# Registration is a MAINTAINER ACT performed in the commit that adds the
# entry, with the reason written then, never batched afterwards. Two clauses
# keep it honest and both are exercised by `--self-test`:
#   * a registered line that is, stripped, EXACTLY its rule's marker form is
#     REFUSED — that is the shape a real committed key takes;
#   * a registered digest that suppresses nothing in a full run is a HARD
#     FAILURE naming the digest.
#
# Classes:
#   GUARD-PATTERN     a detection pattern quoted in a checker, a CI lane or a
#                     workflow — the string is the guard, not the secret.
#   FIXTURE-ASSEMBLY  a line that ASSEMBLES a fixture at run time from pieces
#                     (printf arguments, character classes), so the marker
#                     exists only while a self-test runs.
#   RECORD            a review record, decision or verification note quoting a
#                     marker as evidence of what was scanned for.
#   RESERVED-MAGIC    the reserved antseal vault-export format constant where
#                     it is SPECIFIED or DEFINED — the decision that reserves
#                     it and the const that declares it. A format constant
#                     this project owns is not key material.
#   TRACKER           a task/TODO row naming a marker as the subject of work.
#
# Derived from a full-store run at ae4e167 (wave 32): 612 raw hits in 407
# objects carrying 50 distinct (rule, digest) pairs between them. Every one
# was read and named by hand before it was written here.
#
86b58c9d273700cb39ced894d13983688247a77f684cf951c5b7e4cf41b80d07	R4b	RECORD	docs/decisions/D71 — a table row naming the header-comment form beside the guard pattern that matches it
a8378a8eab62cff1c2f6519cffd04778ad93a0bb98453c15261593a062b4e71c	R4b	RECORD	docs/decisions/D71 — prose naming the header-comment form the guard anchors on
b064413ed761b657be4f6e68c3a909cb0195944fae42f62efe46e9845fb2eb97	R4b	FIXTURE-ASSEMBLY	scripts/ci-lanes.sh — a printf assembling the plain minisign header fixture for the guard self-test
dc9c6ae5eb02b983a78227fb14ce192f9b9a0b29412b539c0f09cd16eb6ca3df	R4b	FIXTURE-ASSEMBLY	scripts/ci-lanes.sh — a printf assembling the plain rsign header fixture for the guard self-test
ebc199273d43ddca662c10263c0403a16f5b634e46ec8def9d93bf3f6610cc54	R4b	FIXTURE-ASSEMBLY	scripts/ci-lanes.sh — a printf assembling the encrypted minisign header fixture for the guard self-test
299f1678b2977d815dd463de875e1acc6b8c83e4d23cdb36c315d17ccbde1ade	R4c	GUARD-PATTERN	scripts/ci-lanes.sh — a comment explaining what the unencrypted body type tag decodes to, so the rule can be audited
7a0faaf1acb3d9e5443bb2e4e81bbe1bbcd5ef33f9c9ca4bdc61125efc2f761d	R4c	GUARD-PATTERN	scripts/ci-lanes.sh — a comment deriving the passphrase-wrapped body type tag from the key struct bytes; the string IS the detector
8dab427787a22408dc35a01982f927b6440fa117229c7f28c876378b1e1bf9cc	R4c	FIXTURE-ASSEMBLY	scripts/ci-lanes.sh — a printf assembling the unencrypted minisign body fixture at run time from a non-key base64 tail
b72692d8fd6ab0b9ee32c9e1a92b05ac9aa2b6cbd303a570f572cfb44edfafd5	R4c	FIXTURE-ASSEMBLY	scripts/ci-lanes.sh — a printf assembling the renamed-extension body fixture that proves the rule is not extension-scoped
cf905847d3e46274ce70a35383301c6e4e8a602c90dbfbd65b80fe87072f9bec	R4c	GUARD-PATTERN	scripts/ci-lanes.sh — a comment deriving the unencrypted body type tag from the key struct bytes; the string IS the detector
f90f8e964c9e7338b97297feb22d51bea3f2073a930d075d3952bcad51b2d565	R4c	FIXTURE-ASSEMBLY	scripts/ci-lanes.sh — a printf assembling the passphrase-wrapped minisign body fixture at run time from a non-key base64 tail
